SCQ;FRA;LH;[]
SCQ;MUC;LH;[]
SCQ;ZRH;LX;[]
YOW;AZS;AC;[]
YOW;BOS;AC;[]
YOW;CCC;AC;[]
YOW;CUN;AC;[]
YOW;CVG;UA;[NYC]
YOW;DAY;UA;[WAS]
YOW;WAS;-;[]
YOW;WAS;UA;[NYC]
YOW;NYC;-;[]
YOW;FLL;AC;[]
YOW;FRA;AC;[]
YOW;GSP;UA;[WAS]
YOW;HOG;AC;[]
YOW;LON;AC;[]
YOW;ORL;AC;[]
YOW;CHI;UA;[]
YOW;PUJ;AC;[]
YOW;RIC;UA;[NYC]
YOW;ROA;UA;[CHI]
YOW;SNU;AC;[]
YOW;STL;UA;[WAS]
YOW;TPA;AC;[]
YOW;VRA;AC;[]
YOW;YEA;AC;[]
YOW;YFC;AC;[]
YOW;YHZ;AC;[]
YOW;YQB;AC;[]
YOW;YQM;AC;[]
YOW;YQR;AC;[]
YOW;YMQ;AC;[]
YOW;YVR;AC;[]
YOW;YWG;AC;[]
YOW;YXE;AC;[YQR]
YOW;YXU;AC;[]
YOW;YYC;AC;[]
YOW;YYG;AC;[]
YOW;YYT;AC;[]
YOW;YTO;AC;[]
JRO;ADD;ET;[EBB]
JRO;ADD;ET;[]
JRO;EBB;ET;[]
JRO;IST;TK;[MBA]
JRO;IST;TK;[ZNZ]
JRO;IST;TK;[]
HNL;AKL;NZ;[]
HNL;BOS;UA;[SFO]
HNL;DEN;UA;[]
HNL;NYC;UA;[]
HNL;GUM;UA;[MAJ, KWA, KSA, PNI, TKK]
HNL;GUM;UA;[MAJ, KWA, PNI, TKK]
HNL;GUM;UA;[]
HNL;TYO;-;[]
HNL;WAS;UA;[]
HNL;WAS;UA;[SFO]
HNL;HOU;UA;[SFO]
HNL;HOU;UA;[]
HNL;SEL;OZ;[]
HNL;OSA;OZ;[]
HNL;KSA;UA;[MAJ, KWA]
HNL;KWA;UA;[MAJ]
HNL;LAX;UA;[]
HNL;LAX;UA;[SFO]
HNL;MAJ;UA;[]
HNL;CHI;UA;[SFO]
HNL;CHI;UA;[]
HNL;BJS;CA;[]
HNL;PNI;UA;[MAJ, KWA, KSA]
HNL;PNI;UA;[MAJ, KWA]
HNL;PSP;UA;[SFO]
HNL;SFO;UA;[]
HNL;TKK;UA;[MAJ, KWA, KSA, PNI]
HNL;TKK;UA;[MAJ, KWA, PNI]
HNL;YVR;AC;[]
HNL;YTO;AC;[]
BBI;BOM;AI;[]
BBI;DEL;AI;[]
SCY;GYE;AV;[]
SCY;UIO;AV;[GYE]
WLG;AKL;NZ;[]
WLG;BHE;NZ;[]
WLG;CBR;SQ;[]
WLG;CHC;NZ;[]
WLG;DUD;NZ;[]
WLG;GIS;NZ;[]
WLG;HLZ;NZ;[PMR]
WLG;HLZ;NZ;[]
WLG;IVC;NZ;[]
WLG;MEL;NZ;[]
WLG;NAN;NZ;[]
WLG;NPE;NZ;[]
WLG;NPL;NZ;[]
WLG;NSN;NZ;[]
WLG;PMR;NZ;[]
WLG;ROT;NZ;[]
WLG;SIN;SQ;[CBR]
WLG;SYD;NZ;[]
WLG;TIU;NZ;[]
WLG;TRG;NZ;[]
WLG;ZQN;NZ;[]
DFW;ATL;UA;[HOU]
DFW;AUS;UA;[HOU]
DFW;BJX;UA;[HOU]
DFW;BOS;UA;[CHI]
DFW;BUR;UA;[SFO]
DFW;DAY;UA;[CHI]
DFW;DEN;UA;[]
DFW;NYC;UA;[]
DFW;FRA;LH;[]
DFW;GRR;UA;[CHI]
DFW;WAS;UA;[]
DFW;HOU;UA;[]
DFW;LAX;UA;[HOU]
DFW;LAX;UA;[]
DFW;LIH;UA;[HOU, LAX]
DFW;CHI;UA;[]
DFW;PHL;UA;[HOU]
DFW;PHX;UA;[DEN]
DFW;SAL;AV;[]
DFW;SAN;UA;[LAX]
DFW;SAT;UA;[HOU]
DFW;SFO;UA;[]
DFW;SJC;UA;[DEN]
DFW;SLC;UA;[HOU]
DFW;SLC;UA;[DEN]
DFW;YMQ;AC;[]
DFW;YVR;AC;[]
DFW;YTO;AC;[]
DFW;YTO;UA;[CHI]
SDF;HFD;UA;[CHI]
SDF;DEN;UA;[]
SDF;DFW;UA;[HOU]
SDF;NYC;UA;[]
SDF;FAR;UA;[CHI]
SDF;WAS;UA;[]
SDF;HOU;UA;[]
SDF;JAN;UA;[HOU]
SDF;LAX;UA;[]
SDF;CHI;UA;[]
SDF;RIC;UA;[NYC]
SDF;SFO;UA;[]
SDJ;SPK;NH;[]
SDJ;FUK;NH;[]
SDJ;GUM;UA;[]
SDJ;HIJ;NH;[]
SDJ;SEL;OZ;[]
SDJ;OSA;NH;[]
SDJ;KMQ;NH;[]
SDJ;NGO;NH;[]
SDJ;TYO;NH;[]
